,name,api_name,physical_processor,arch,region,price_per_hour_reserved,price_per_hour_ondemand,vcpu,memory_gib,storage_gib
1502,G2 Eight Extra Large,g2.8xlarge,Intel Xeon E5-2670 (Sandy Bridge),64-bit,eu-central-1,3.088,2.26,32,60.0,240
1503,I3 High I/O Quadruple Extra Large,i3.4xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,1.488,1.008,16,122.0,3800
1504,T3A Small,t3a.small,AMD EPYC 7571,64-bit,eu-central-1,0.0216,0.0156,2                                                   for a                 4h 48m                 burst,2.0,0
1505,R3 High-Memory Quadruple Extra Large,r3.4xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,eu-central-1,1.6,1.17,16,122.0,320
1506,M1 General Purpose Large,m1.large,Intel Xeon Family,64-bit,eu-central-1,0.0,0.0,2,7.5,840
1507,M2 High Memory Quadruple Extra Large,m2.4xlarge,Intel Xeon Family,64-bit,eu-central-1,0.0,0.0,8,68.4,1680
1508,R3 High-Memory Eight Extra Large,r3.8xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,eu-central-1,3.201,2.341,32,244.0,640
1509,P3 Eight Extra Large,p3.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,15.292,10.437,32,244.0,0
1510,M2 High Memory Extra Large,m2.xlarge,Intel Xeon Family,64-bit,eu-central-1,0.0,0.0,2,17.1,420
1511,C1 High-CPU Medium,c1.medium,Intel Xeon Family,32/64-bit,eu-central-1,0.0,0.0,2,1.7,350
1512,Cluster Compute Eight Extra Large,cc2.8xlarge,Intel Xeon E5-2670,64-bit,eu-central-1,0.0,0.0,32,60.5,3360
1513,T3A Double Extra Large,t3a.2xlarge,AMD EPYC 7571,64-bit,eu-central-1,0.3456,0.2492,8                                                   for a                 9h 36m                 burst,32.0,0
1514,C1 High-CPU Extra Large,c1.xlarge,Intel Xeon Family,64-bit,eu-central-1,0.0,0.0,8,7.0,1680
1515,R5D 16xlarge,r5d.16xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,5.536,3.533,64,512.0,2400
1516,G4DN Double Extra Large,g4dn.2xlarge,Intel Xeon Family,64-bit,eu-central-1,0.94,0.642,8,32.0,225
1517,M2 High Memory Double Extra Large,m2.2xlarge,Intel Xeon Family,64-bit,eu-central-1,0.0,0.0,4,34.2,850
1518,R5AD Quadruple Extra Large,r5ad.4xlarge,AMD EPYC 7571,64-bit,eu-central-1,1.264,0.804,16,128.0,600
1519,T3A Nano,t3a.nano,AMD EPYC 7571,64-bit,eu-central-1,0.0054,0.0039,2                                                   for a                 1h 12m                 burst,0.5,0
1520,M5N Metal,m5n.metal,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.0,0.0,96,384.0,0
1521,R5AD 12xlarge,r5ad.12xlarge,AMD EPYC 7571,64-bit,eu-central-1,3.792,2.411,48,384.0,1800
1522,M5A Large,m5a.large,AMD EPYC 7571,64-bit,eu-central-1,0.104,0.074,2,8.0,0
1523,I3 High I/O Eight Extra Large,i3.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,2.976,2.016,32,244.0,7600
1524,High Memory Cluster Eight Extra Large,cr1.8xlarge,Intel Xeon E5-2670,64-bit,eu-central-1,0.0,0.0,32,244.0,240
1525,M5N Eight Extra Large,m5n.8xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,2.256,1.594,32,128.0,0
1526,M5A 24xlarge,m5a.24xlarge,AMD EPYC 7571,64-bit,eu-central-1,4.992,3.554,96,384.0,0
1527,G4DN Metal,g4dn.metal,Intel Xeon Family,64-bit,eu-central-1,0.0,0.0,96,384.0,0
1528,C4 High-CPU Quadruple Extra Large,c4.4xlarge,Intel Xeon E5-2666 v3 (Haswell),64-bit,eu-central-1,0.909,0.63,16,30.0,0
1529,T3 Small,t3.small,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,eu-central-1,0.024,0.0173,2                                                   for a                 4h 48m                 burst,2.0,0
1530,F1 16xlarge,f1.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,0.0,0.0,64,976.0,3760
1531,T3 Micro,t3.micro,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,eu-central-1,0.012,0.0087,2                                                   for a                 2h 24m                 burst,1.0,0
1532,T3 Large,t3.large,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,eu-central-1,0.096,0.0692,2                                                   for a                 7h 12m                 burst,8.0,0
1533,T3A Micro,t3a.micro,AMD EPYC 7571,64-bit,eu-central-1,0.0108,0.0078,2                                                   for a                 2h 24m                 burst,1.0,0
1534,G3S Extra Large,g3s.xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,0.938,0.735,4,30.5,0
1535,A1 Quadruple Extra Large,a1.4xlarge,AWS Graviton Processor,64-bit,eu-central-1,0.4656,0.3192,16,32.0,0
1536,F1 Double Extra Large,f1.2xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,0.0,0.0,8,122.0,470
1537,A1 Medium,a1.medium,AWS Graviton Processor,64-bit,eu-central-1,0.0291,0.0199,1,2.0,0
1538,T2 Medium,t2.medium,Intel Xeon Family,32/64-bit,eu-central-1,0.0536,0.0382,2                                                   for a                 4h 48m                 burst,4.0,0
1539,A1 Large,a1.large,AWS Graviton Processor,64-bit,eu-central-1,0.0582,0.0399,2,4.0,0
1540,High Storage Eight Extra Large,hs1.8xlarge,Intel Xeon E5-2650,64-bit,eu-central-1,0.0,0.0,17,117.0,48000
1541,U-18TB1 Metal,u-18tb1.metal,Intel Xeon Platinum 8280L (Cascade Lake),64-bit,eu-central-1,0.0,0.0,448,18432.0,0
1542,T3A Extra Large,t3a.xlarge,AMD EPYC 7571,64-bit,eu-central-1,0.1728,0.1246,4                                                   for a                 9h 36m                 burst,16.0,0
1543,T1 Micro,t1.micro,Variable,32/64-bit,eu-central-1,0.0,0.0,1,0.613,0
1544,R5DN Metal,r5dn.metal,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.0,0.0,96,768.0,0
1545,R5N Metal,r5n.metal,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.0,0.0,96,768.0,0
1546,U-6TB1 Metal,u-6tb1.metal,Intel Xeon Scalable (Skylake) processors,64-bit,eu-central-1,0.0,0.0,448,6144.0,0
1547,U-24TB1 Metal,u-24tb1.metal,Intel Xeon Platinum 8280L (Cascade Lake),64-bit,eu-central-1,0.0,0.0,448,24576.0,0
1548,T3 Nano,t3.nano,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,eu-central-1,0.006,0.0043,2                                                   for a                 1h 12m                 burst,0.5,0
1549,T2 Nano,t2.nano,Intel Xeon Family,32/64-bit,eu-central-1,0.0067,0.0048,1                                                   for a                 1h 12m                 burst,0.5,0
1550,T3A Large,t3a.large,AMD EPYC 7571,64-bit,eu-central-1,0.0864,0.0623,2                                                   for a                 7h 12m                 burst,8.0,0
1551,U-9TB1 Metal,u-9tb1.metal,Intel Xeon Scalable (Skylake) processors,64-bit,eu-central-1,0.0,0.0,448,9216.0,0
1552,U-12TB1 Metal,u-12tb1.metal,Intel Xeon Scalable (Skylake) processors,64-bit,eu-central-1,0.0,0.0,448,12288.0,0
1553,C5 High-CPU Extra Large,c5d.xlarge,Intel Xeon Platinum 8124M,64-bit,eu-central-1,0.222,0.154,4,8.0,100
1554,C5 High-CPU Metal,c5.metal,Intel Xeon Platinum 8275L,64-bit,eu-central-1,4.656,3.213,96,192.0,0
1555,C5 High-CPU 9xlarge,c5.9xlarge,Intel Xeon Platinum 8124M,64-bit,eu-central-1,1.746,1.205,36,72.0,0
1556,M5 General Purpose 24xlarge,m5.24xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,5.52,3.931,96,384.0,0
1557,M5 General Purpose 12xlarge,m5d.12xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,3.264,2.32,48,192.0,1800
1558,C5 High-CPU Large,c5.large,Intel Xeon Platinum 8124M,64-bit,eu-central-1,0.097,0.067,2,4.0,0
1559,C5N Large,c5n.large,Intel Xeon Platinum 8124M,64-bit,eu-central-1,0.123,0.085,2,5.25,0
1560,C5 High-CPU 24xlarge,c5.24xlarge,Intel Xeon Platinum 8275L,64-bit,eu-central-1,4.656,3.213,96,192.0,0
1561,M5 General Purpose Double Extra Large,m5.2xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,0.46,0.328,8,32.0,0
1562,C5 High-CPU 18xlarge,c5.18xlarge,Intel Xeon Platinum 8124M,64-bit,eu-central-1,3.492,2.41,72,144.0,0
1563,C5 High-CPU 18xlarge,c5d.18xlarge,Intel Xeon Platinum 8124M,64-bit,eu-central-1,3.996,2.764,72,144.0,1800
1564,C5N 18xlarge,c5n.18xlarge,Intel Xeon Platinum 8124M,64-bit,eu-central-1,4.428,3.055,72,192.0,0
1565,M5 General Purpose Large,m5.large,Intel Xeon Platinum 8175,64-bit,eu-central-1,0.115,0.082,2,8.0,0
1566,C5 High-CPU Quadruple Extra Large,c5.4xlarge,Intel Xeon Platinum 8124M,64-bit,eu-central-1,0.776,0.535,16,32.0,0
1567,M5 General Purpose 24xlarge,m5d.24xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,6.528,4.639,96,384.0,3600
1568,M5 General Purpose Large,m5d.large,Intel Xeon Platinum 8175,64-bit,eu-central-1,0.136,0.097,2,8.0,75
1569,M5 General Purpose Double Extra Large,m5d.2xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,0.544,0.387,8,32.0,300
1570,C5 High-CPU Large,c5d.large,Intel Xeon Platinum 8124M,64-bit,eu-central-1,0.111,0.077,2,4.0,50
1571,C5 High-CPU 24xlarge,c5d.24xlarge,Intel Xeon Platinum 8275L,64-bit,eu-central-1,5.328,3.686,96,192.0,3600
1572,C5N Double Extra Large,c5n.2xlarge,Intel Xeon Platinum 8124M,64-bit,eu-central-1,0.492,0.339,8,21.0,0
1573,M5 General Purpose Extra Large,m5d.xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,0.272,0.193,4,16.0,150
1574,M5 General Purpose Metal,m5.metal,Intel Xeon Platinum 8175,64-bit,eu-central-1,5.52,3.931,96,384.0,0
1575,M5 General Purpose 12xlarge,m5.12xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,2.76,1.966,48,192.0,0
1576,C5 High-CPU Quadruple Extra Large,c5d.4xlarge,Intel Xeon Platinum 8124M,64-bit,eu-central-1,0.888,0.614,16,32.0,400
1577,C5N Extra Large,c5n.xlarge,Intel Xeon Platinum 8124M,64-bit,eu-central-1,0.246,0.17,4,10.5,0
1578,P3DN 24xlarge,p3dn.24xlarge,Intel Xeon Platinum 8175 (Skylake),64-bit,eu-central-1,0.0,0.0,96,768.0,1800
1579,C5 High-CPU Metal,c5d.metal,Intel Xeon Platinum 8275L,64-bit,eu-central-1,5.328,3.686,96,192.0,3600
1580,M5 General Purpose 16xlarge,m5d.16xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,4.352,3.093,64,256.0,2400
1581,C5 High-CPU Double Extra Large,c5.2xlarge,Intel Xeon Platinum 8124M,64-bit,eu-central-1,0.388,0.268,8,16.0,0
1582,C5 High-CPU Double Extra Large,c5d.2xlarge,Intel Xeon Platinum 8124M,64-bit,eu-central-1,0.444,0.307,8,16.0,200
1583,M5 General Purpose Extra Large,m5.xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,0.23,0.164,4,16.0,0
1584,C5N 9xlarge,c5n.9xlarge,Intel Xeon Platinum 8124M,64-bit,eu-central-1,2.214,1.528,36,96.0,0
1585,C5 High-CPU Extra Large,c5.xlarge,Intel Xeon Platinum 8124M,64-bit,eu-central-1,0.194,0.134,4,8.0,0
1586,M5 General Purpose Quadruple Extra Large,m5d.4xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,1.088,0.773,16,64.0,600
1587,M5 General Purpose Metal,m5d.metal,Intel Xeon Platinum 8175,64-bit,eu-central-1,6.528,4.639,96,384.0,3600
1588,M5 General Purpose Quadruple Extra Large,m5.4xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,0.92,0.655,16,64.0,0
1589,C5 High-CPU 12xlarge,c5d.12xlarge,Intel Xeon Platinum 8275L,64-bit,eu-central-1,2.664,1.843,48,96.0,1800
1590,M5 General Purpose Eight Extra Large,m5d.8xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,2.176,1.546,32,128.0,1200
1591,M5 General Purpose 16xlarge,m5.16xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,3.68,2.621,64,256.0,0
1592,C5 High-CPU 9xlarge,c5d.9xlarge,Intel Xeon Platinum 8124M,64-bit,eu-central-1,1.998,1.382,36,72.0,900
1593,C5 High-CPU 12xlarge,c5.12xlarge,Intel Xeon Platinum 8275L,64-bit,eu-central-1,2.328,1.606,48,96.0,0
1594,C5N Quadruple Extra Large,c5n.4xlarge,Intel Xeon Platinum 8124M,64-bit,eu-central-1,0.984,0.679,16,42.0,0
1595,M5 General Purpose Eight Extra Large,m5.8xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,1.84,1.31,32,128.0,0
1596,M5DN Extra Large,m5dn.xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,0.304,0.212,4,16.0,150
1597,M5A Double Extra Large,m5a.2xlarge,AMD EPYC 7571,64-bit,eu-west-1,0.384,0.271,8,32.0,0
1598,R5N 12xlarge,r5n.12xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,4.008,2.567,48,384.0,0
1599,R5AD Extra Large,r5ad.xlarge,AMD EPYC 7571,64-bit,eu-west-1,0.292,0.187,4,32.0,150
1600,R5N Extra Large,r5n.xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,0.334,0.214,4,32.0,0
1601,I3EN 12xlarge,i3en.12xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-1,6.0,4.098,48,384.0,30000
1602,I3EN Metal,i3en.metal,Intel Xeon Platinum 8175,64-bit,eu-west-1,12.0,8.196,96,768.0,60000
1603,R5DN Extra Large,r5dn.xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,0.372,0.239,4,32.0,150
1604,I2 Extra Large,i2.xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,eu-west-1,0.938,0.515,4,30.5,800
1605,M5N 16xlarge,m5n.16xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,4.256,2.99,64,256.0,0
1606,T2 Micro,t2.micro,Intel Xeon Family,32/64-bit,eu-west-1,0.0126,0.0089,1                                                   for a                 2h 24m                 burst,1.0,0
1607,D2 Eight Extra Large,d2.8xlarge,Intel Xeon E5-2676v3 (Haswell),64-bit,eu-west-1,5.88,3.576,36,244.0,48000
1608,I3EN 3xlarge,i3en.3xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-1,1.5,1.024,12,96.0,7500
1609,Z1D 3xlarge,z1d.3xlarge,Intel Xeon Platinum 8151,64-bit,eu-west-1,1.248,0.801,12,96.0,450
1610,X1E 16xlarge,x1e.16xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,eu-west-1,16.0,9.859,64,1952.0,1920
1611,R5N 24xlarge,r5n.24xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,8.016,5.134,96,768.0,0
1612,I2 Eight Extra Large,i2.8xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,eu-west-1,7.502,4.12,32,244.0,6400
1613,R5A Eight Extra Large,r5a.8xlarge,AMD EPYC 7571,64-bit,eu-west-1,2.032,1.282,32,256.0,0
1614,A1 Metal,a1.metal,AWS Graviton Processor,64-bit,eu-west-1,0.461,0.315,16,32.0,0
1615,I2 Double Extra Large,i2.2xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,eu-west-1,1.876,1.03,8,61.0,1600
1616,I3EN Double Extra Large,i3en.2xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-1,1.0,0.683,8,64.0,5000
1617,M5A Extra Large,m5a.xlarge,AMD EPYC 7571,64-bit,eu-west-1,0.192,0.135,4,16.0,0
1618,P3 Double Extra Large,p3.2xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-west-1,3.305,2.263,8,61.0,0
1619,T2 Double Extra Large,t2.2xlarge,Intel Xeon Family,64-bit,eu-west-1,0.4032,0.2837,8                                                   for a                 4h 4.8m                 burst,32.0,0
1620,H1 Eight Extra Large,h1.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-west-1,2.076,1.502,32,128.0,8000
1621,R5D 24xlarge,r5d.24xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-1,7.68,4.894,96,768.0,3600
1622,I3EN 6xlarge,i3en.6xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-1,3.0,2.049,24,192.0,15000
1623,R4 High-Memory Eight Extra Large,r4.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-west-1,2.3712,1.4952,32,244.0,0
1624,T2 Large,t2.large,Intel Xeon Family,64-bit,eu-west-1,0.1008,0.0709,2                                                   for a                 7h 12m                 burst,8.0,0
1625,X1 Extra High-Memory 16xlarge,x1.16xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,eu-west-1,8.003,4.932,64,976.0,1920
1626,M5A 16xlarge,m5a.16xlarge,AMD EPYC 7571,64-bit,eu-west-1,3.072,2.164,64,256.0,0
1627,R5 Metal,r5.metal,Intel Xeon Platinum 8175,64-bit,eu-west-1,6.768,4.264,96,768.0,0
1628,R5A Large,r5a.large,AMD EPYC 7571,64-bit,eu-west-1,0.127,0.08,2,16.0,0
1629,C3 High-CPU Large,c3.large,Intel Xeon E5-2680 v2 (Ivy Bridge),32/64-bit,eu-west-1,0.12,0.09,2,3.75,32
1630,R5A 24xlarge,r5a.24xlarge,AMD EPYC 7571,64-bit,eu-west-1,6.096,3.847,96,768.0,0
1631,G3 16xlarge,g3.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-west-1,4.84,3.4187,64,488.0,0
1632,A1 Double Extra Large,a1.2xlarge,AWS Graviton Processor,64-bit,eu-west-1,0.2304,0.1575,8,16.0,0
1633,C4 High-CPU Extra Large,c4.xlarge,Intel Xeon E5-2666 v3 (Haswell),64-bit,eu-west-1,0.226,0.155,4,7.5,0
1634,X1E Quadruple Extra Large,x1e.4xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,eu-west-1,4.0,2.465,16,488.0,480
1635,M5AD Extra Large,m5ad.xlarge,AMD EPYC 7571,64-bit,eu-west-1,0.23,0.161,4,16.0,150
1636,I3EN 24xlarge,i3en.24xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-1,12.0,8.196,96,768.0,60000
1637,M4 General Purpose Large,m4.large,Intel Xeon E5-2676 v3 (Haswell),64-bit,eu-west-1,0.111,0.0756,2,8.0,0
1638,H1 Quadruple Extra Large,h1.4xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-west-1,1.038,0.751,16,64.0,4000
1639,X1E Extra Large,x1e.xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,eu-west-1,1.0,0.616,4,122.0,120
1640,G4DN Eight Extra Large,g4dn.8xlarge,Intel Xeon Family,64-bit,eu-west-1,2.426,1.656,32,128.0,900
1641,R5N Large,r5n.large,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,0.167,0.107,2,16.0,0
1642,R3 High-Memory Large,r3.large,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,eu-west-1,0.185,0.136,2,15.25,32
1643,R5N Double Extra Large,r5n.2xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,0.668,0.428,8,64.0,0
1644,C4 High-CPU Large,c4.large,Intel Xeon E5-2666 v3 (Haswell),64-bit,eu-west-1,0.113,0.078,2,3.75,0
1645,R5D Extra Large,r5d.xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-1,0.32,0.204,4,32.0,150
1646,R5 Double Extra Large,r5.2xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-1,0.564,0.355,8,64.0,0
1647,M3 General Purpose Double Extra Large,m3.2xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),64-bit,eu-west-1,0.585,0.441,8,30.0,160
1648,M5N 12xlarge,m5n.12xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,3.192,2.242,48,192.0,0
1649,M4 General Purpose Deca Extra Large,m4.10xlarge,Intel Xeon E5-2676 v3 (Haswell),64-bit,eu-west-1,2.22,1.512,40,160.0,0
1650,M5AD Large,m5ad.large,AMD EPYC 7571,64-bit,eu-west-1,0.115,0.081,2,8.0,75
1651,R5DN Eight Extra Large,r5dn.8xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,2.976,1.912,32,256.0,1200
1652,R5N 16xlarge,r5n.16xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,5.344,3.423,64,512.0,0
1653,R5D Metal,r5d.metal,Intel Xeon Platinum 8175,64-bit,eu-west-1,7.68,4.894,96,768.0,3600
1654,X1 Extra High-Memory 32xlarge,x1.32xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,eu-west-1,16.006,9.864,128,1952.0,3840
1655,R5N Eight Extra Large,r5n.8xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,2.672,1.711,32,256.0,0
1656,M5DN Large,m5dn.large,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,0.152,0.106,2,8.0,75
1657,P3 16xlarge,p3.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-west-1,26.44,18.101,64,488.0,0
1658,M3 General Purpose Large,m3.large,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),64-bit,eu-west-1,0.146,0.11,2,7.5,32
1659,M5N Double Extra Large,m5n.2xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,0.532,0.374,8,32.0,0
1660,R5 24xlarge,r5.24xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-1,6.768,4.264,96,768.0,0
1661,M5DN 12xlarge,m5dn.12xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,3.648,2.543,48,192.0,1800
1662,R5DN 16xlarge,r5dn.16xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,5.952,3.825,64,512.0,2400
1663,R4 High-Memory Large,r4.large,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-west-1,0.1482,0.0934,2,15.25,0
1664,R3 High-Memory Extra Large,r3.xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,eu-west-1,0.371,0.272,4,30.5,80
1665,X1E 32xlarge,x1e.32xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,eu-west-1,32.0,19.719,128,3904.0,3840
1666,M5A Quadruple Extra Large,m5a.4xlarge,AMD EPYC 7571,64-bit,eu-west-1,0.768,0.541,16,64.0,0
1667,R5AD Double Extra Large,r5ad.2xlarge,AMD EPYC 7571,64-bit,eu-west-1,0.584,0.374,8,64.0,300
1668,T2 Extra Large,t2.xlarge,Intel Xeon Family,64-bit,eu-west-1,0.2016,0.1418,4                                                   for a                 5h 24m                 burst,16.0,0
1669,General Purpose GPU 16xlarge,p2.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-west-1,15.552,10.7,64,768.0,0
1670,M5DN 16xlarge,m5dn.16xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,4.864,3.391,64,256.0,2400
1671,C3 High-CPU Eight Extra Large,c3.8xlarge,Intel Xeon E5-2680 v2 (Ivy Bridge),64-bit,eu-west-1,1.912,1.44,32,60.0,640
1672,M3 General Purpose Medium,m3.medium,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),64-bit,eu-west-1,0.073,0.055,1,3.75,4
1673,X1E Double Extra Large,x1e.2xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,eu-west-1,2.0,1.232,8,244.0,240
1674,M5DN 24xlarge,m5dn.24xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,7.296,5.087,96,384.0,3600
1675,M5A Eight Extra Large,m5a.8xlarge,AMD EPYC 7571,64-bit,eu-west-1,1.536,1.082,32,128.0,0
1676,M5AD Double Extra Large,m5ad.2xlarge,AMD EPYC 7571,64-bit,eu-west-1,0.46,0.323,8,32.0,300
1677,R5A Double Extra Large,r5a.2xlarge,AMD EPYC 7571,64-bit,eu-west-1,0.508,0.321,8,64.0,0
1678,M5A 12xlarge,m5a.12xlarge,AMD EPYC 7571,64-bit,eu-west-1,2.304,1.623,48,192.0,0
1679,T2 Small,t2.small,Intel Xeon Family,32/64-bit,eu-west-1,0.025,0.0177,1                                                   for a                 4h 48m                 burst,2.0,0
1680,D2 Extra Large,d2.xlarge,Intel Xeon E5-2676v3 (Haswell),64-bit,eu-west-1,0.735,0.447,4,30.5,6000
1681,G4DN 16xlarge,g4dn.16xlarge,Intel Xeon Family,64-bit,eu-west-1,4.853,3.312,64,256.0,900
1682,T3 Medium,t3.medium,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,eu-west-1,0.0456,0.0325,2                                                   for a                 4h 48m                 burst,4.0,0
1683,M1 General Purpose Extra Large,m1.xlarge,Intel Xeon Family,64-bit,eu-west-1,0.379,0.272,4,15.0,1680
1684,M5N Extra Large,m5n.xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-west-1,0.266,0.187,4,16.0,0
1685,M3 General Purpose Extra Large,m3.xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),64-bit,eu-west-1,0.293,0.22,4,15.0,80
1686,M1 General Purpose Medium,m1.medium,Intel Xeon Family,32/64-bit,eu-west-1,0.095,0.068,1,3.75,410
1687,T3A Medium,t3a.medium,AMD EPYC 7571,64-bit,eu-west-1,0.0408,0.029,2                                                   for a                 4h 48m                 burst,4.0,0
1688,R4 High-Memory 16xlarge,r4.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-west-1,4.7424,2.9904,64,488.0,0
1689,G4DN Quadruple Extra Large,g4dn.4xlarge,Intel Xeon Family,64-bit,eu-west-1,1.342,0.916,16,64.0,225
1690,I3 High I/O Extra Large,i3.xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-west-1,0.344,0.235,4,30.5,950
1691,Z1D Double Extra Large,z1d.2xlarge,Intel Xeon Platinum 8151,64-bit,eu-west-1,0.832,0.534,8,64.0,300
1692,C3 High-CPU Extra Large,c3.xlarge,Intel Xeon E5-2680 v2 (Ivy Bridge),64-bit,eu-west-1,0.239,0.18,4,7.5,80
1693,R5 Eight Extra Large,r5.8xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-1,2.256,1.421,32,256.0,0
1694,C3 High-CPU Double Extra Large,c3.2xlarge,Intel Xeon E5-2680 v2 (Ivy Bridge),64-bit,eu-west-1,0.478,0.36,8,15.0,160
1695,R3 High-Memory Double Extra Large,r3.2xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,eu-west-1,0.741,0.543,8,61.0,160
1696,R4 High-Memory Double Extra Large,r4.2xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-west-1,0.5928,0.3738,8,61.0,0
